date,q,qin,z
2008-10-07,14600.00,16700.00,155.55
2008-10-08,15800.00,17000.00,155.59
2008-10-09,16600.00,16100.00,155.59
2008-10-10,16600.00,14800.00,155.43
2008-10-11,13300.00,15500.00,155.49
2008-10-12,13200.00,15500.00,155.68
2008-10-13,14000.00,14500.00,155.63
2008-10-14,13300.00,14300.00,155.58
2008-10-15,16000.00,14000.00,155.15
2008-10-16,16000.00,14100.00,154.87
2008-10-17,12300.00,14100.00,154.90
2008-10-18,8510.00,13000.00,155.32
2008-10-19,6700.00,12300.00,155.94
2008-10-20,6130.00,11600.00,156.62
2008-10-21,5610.00,11400.00,157.28
2008-10-22,5560.00,12000.00,157.99
2008-10-23,5530.00,12600.00,158.97
2008-10-24,5500.00,12700.00,159.69
2008-10-25,5500.00,13000.00,160.51
2008-10-26,7310.00,13300.00,161.26
2008-10-27,8300.00,13500.00,161.84
2008-10-28,8300.00,12500.00,162.31
2008-10-29,8280.00,13800.00,162.85
2008-10-30,8170.00,15000.00,163.49
2008-10-31,8110.00,20000.00,164.34
2008-11-01,8010.00,28000.00,166.17
2008-11-02,7980.00,28800.00,168.16
2008-11-03,11000.00,33000.00,170.12
2008-11-04,13400.00,30500.00,171.81
2008-11-05,21400.00,24500.00,172.41
2008-11-06,22400.00,23500.00,172.56
2008-11-07,26600.00,26000.00,172.52
2008-11-08,24000.00,24900.00,172.59
2008-11-09,23700.00,23000.00,172.63
2008-11-10,21500.00,19500.00,172.62
2008-11-11,17700.00,16600.00,172.72
2008-11-12,15000.00,13600.00,172.74
2008-11-13,13400.00,13000.00,172.68
2008-11-14,13400.00,12500.00,172.53
2008-11-15,12700.00,12000.00,172.48
2008-11-16,12700.00,11800.00,172.39
2008-11-17,12800.00,11300.00,172.25
2008-11-18,12000.00,10900.00,172.13
2008-11-19,11900.00,10700.00,171.94
2008-11-20,10700.00,10500.00,171.82
2008-11-21,10800.00,10100.00,171.66
2008-11-22,10400.00,9900.00,171.49
2008-11-23,10400.00,9600.00,171.33
2008-11-24,8890.00,9300.00,171.21
2008-11-25,8330.00,9000.00,171.18
2008-11-26,9120.00,8900.00,171.08
2008-11-27,9150.00,8700.00,170.94
2008-11-28,8470.00,8600.00,170.78
2008-11-29,7660.00,8400.00,170.73
2008-11-30,7700.00,7800.00,170.66
2008-12-01,7740.00,7600.00,170.59
2008-12-02,7220.00,7100.00,170.37
2008-12-03,6600.00,6500.00,170.24
2008-12-04,6600.00,6600.00,170.11
2008-12-05,6600.00,6500.00,170.05
2008-12-06,6610.00,6400.00,169.95
2008-12-07,6620.00,6600.00,169.91
2008-12-08,6610.00,6900.00,169.88
2008-12-09,6590.00,6900.00,169.74
2008-12-10,6270.00,6500.00,169.62
2008-12-11,5640.00,6200.00,169.57
2008-12-12,5640.00,6500.00,169.52
2008-12-13,5620.00,6200.00,169.51
2008-12-14,5630.00,5900.00,169.55
2008-12-15,5630.00,5700.00,169.53
2008-12-16,5170.00,5500.00,169.56
2008-12-17,5140.00,5350.00,169.59
2008-12-18,5140.00,5300.00,169.56
2008-12-19,5130.00,5300.00,169.60
2008-12-20,5130.00,5300.00,169.54
2008-12-21,5130.00,5250.00,169.50
2008-12-22,5130.00,5200.00,169.45
2008-12-23,5140.00,5100.00,169.50
2008-12-24,5150.00,4900.00,169.51
2008-12-25,5150.00,5000.00,169.46
2008-12-26,5140.00,5000.00,169.38
2008-12-27,5100.00,5200.00,169.38
2008-12-28,4950.00,5200.00,169.37
2008-12-29,5140.00,5200.00,169.31
2008-12-30,5030.00,5100.00,169.25
2008-12-31,5020.00,5100.00,169.20
2009-01-01,5020.00,5000.00,169.16
2009-01-02,5040.00,5200.00,169.16
2009-01-03,5050.00,5100.00,169.13
2009-01-04,5060.00,5100.00,169.09
2009-01-05,5080.00,5250.00,169.05
2009-01-06,5080.00,5600.00,169.11
2009-01-07,5070.00,5600.00,169.11
2009-01-08,5060.00,5800.00,169.18
2009-01-09,5050.00,5800.00,169.21
2009-01-10,5040.00,5800.00,169.22
2009-01-11,5050.00,5600.00,169.25
2009-01-12,5050.00,5600.00,169.18
2009-01-13,5040.00,5600.00,169.26
2009-01-14,5040.00,5700.00,169.28
2009-01-15,5040.00,5500.00,169.26
2009-01-16,5000.00,5400.00,169.26
2009-01-17,5000.00,5500.00,169.30
2009-01-18,5040.00,5400.00,169.32
2009-01-19,5040.00,5400.00,169.29
2009-01-20,5040.00,5400.00,169.27
2009-01-21,5060.00,5200.00,169.28
2009-01-22,5080.00,5300.00,169.26
2009-01-23,5090.00,5400.00,169.14
2009-01-24,5100.00,5400.00,169.18
2009-01-25,5110.00,5300.00,169.17
2009-01-26,5110.00,5400.00,169.20
2009-01-27,5100.00,5300.00,169.15
2009-01-28,5090.00,5300.00,169.08
2009-01-29,5080.00,5200.00,169.06
2009-01-30,5090.00,5300.00,168.95
2009-01-31,5090.00,5100.00,168.83
2009-02-01,5110.00,4900.00,168.78
2009-02-02,5110.00,4600.00,168.75
2009-02-03,5120.00,4800.00,168.61
2009-02-04,5130.00,4900.00,168.59
2009-02-05,5620.00,4800.00,168.42
2009-02-06,5120.00,4900.00,168.31
2009-02-07,5110.00,4800.00,168.19
2009-02-08,5140.00,4700.00,168.10
2009-02-09,5150.00,4700.00,168.09
2009-02-10,5170.00,5000.00,168.06
2009-02-11,5170.00,4900.00,167.97
2009-02-12,5160.00,4800.00,167.92
2009-02-13,5140.00,4900.00,167.98
2009-02-14,5160.00,5100.00,167.82
2009-02-15,5160.00,5100.00,167.78
2009-02-16,5160.00,5000.00,167.74
2009-02-17,5810.00,5200.00,167.64
2009-02-18,5800.00,5200.00,167.53
2009-02-19,6440.00,5500.00,167.34
2009-02-20,6910.00,5200.00,167.11
2009-02-21,6910.00,4800.00,166.71
2009-02-22,6970.00,4800.00,166.43
2009-02-23,6990.00,4800.00,166.11
2009-02-24,6860.00,4800.00,165.70
2009-02-25,6110.00,4800.00,165.50
2009-02-26,6200.00,4800.00,165.24
2009-02-27,6080.00,4600.00,165.09
2009-02-28,6070.00,4600.00,164.88
2009-03-01,6750.00,4600.00,164.62
2009-03-02,6780.00,4600.00,164.41
2009-03-03,6800.00,4600.00,164.14
2009-03-04,6830.00,4500.00,163.91
2009-03-05,6330.00,4500.00,163.72
2009-03-06,5850.00,4800.00,163.49
2009-03-07,5840.00,4800.00,163.32
2009-03-08,5840.00,4600.00,163.13
2009-03-09,5860.00,4400.00,162.97
2009-03-10,5290.00,4600.00,162.76
2009-03-11,5300.00,4600.00,162.63
2009-03-12,5290.00,4500.00,162.56
2009-03-13,5300.00,4600.00,162.43
2009-03-14,5330.00,4600.00,162.32
2009-03-15,5350.00,4700.00,162.28
2009-03-16,5320.00,4900.00,162.19
2009-03-17,5350.00,5000.00,162.16
2009-03-18,5360.00,5000.00,162.07
2009-03-19,5360.00,4800.00,161.96
2009-03-20,5380.00,4500.00,161.79
2009-03-21,5360.00,4400.00,161.68
2009-03-22,5370.00,4200.00,161.52
2009-03-23,5380.00,4100.00,161.39
2009-03-24,5370.00,4100.00,161.29
2009-03-25,5410.00,4200.00,161.09
2009-03-26,5430.00,4100.00,160.97
2009-03-27,5410.00,4400.00,160.78
2009-03-28,5400.00,4800.00,160.68
2009-03-29,5390.00,4800.00,160.61
2009-03-30,5420.00,4450.00,160.54
2009-03-31,5450.00,4400.00,160.42
2009-04-01,5440.00,4300.00,160.28
2009-04-02,5430.00,4300.00,160.16
2009-04-03,5440.00,4500.00,160.07
2009-04-04,5430.00,5000.00,160.06
2009-04-05,5440.00,5300.00,160.03
2009-04-06,5440.00,5200.00,160.01
2009-04-07,5460.00,5000.00,160.00
2009-04-08,5470.00,5000.00,159.88
2009-04-09,5490.00,5300.00,159.80
2009-04-10,5460.00,5400.00,159.84
2009-04-11,5430.00,5800.00,159.86
2009-04-12,5410.00,8500.00,160.24
2009-04-13,6050.00,8000.00,160.58
2009-04-14,6010.00,6500.00,160.70
2009-04-15,6000.00,5900.00,160.71
2009-04-16,5970.00,6200.00,160.63
2009-04-17,7150.00,7500.00,160.60
2009-04-18,7160.00,8200.00,160.59
2009-04-19,6330.00,11000.00,160.75
2009-04-20,7360.00,9800.00,161.13
2009-04-21,10200.00,9600.00,161.14
2009-04-22,10300.00,9400.00,161.09
2009-04-23,10200.00,9200.00,161.04
2009-04-24,11100.00,9800.00,161.03
2009-04-25,11800.00,11500.00,160.98
2009-04-26,11000.00,10000.00,160.97
2009-04-27,11800.00,10600.00,160.94
2009-04-28,13200.00,10000.00,160.64
2009-04-29,12700.00,9500.00,160.11
2009-04-30,11600.00,9200.00,159.70
2009-05-01,11600.00,10000.00,159.29
2009-05-02,11800.00,9800.00,158.91
2009-05-03,12700.00,10300.00,158.53
2009-05-04,12600.00,10000.00,158.06
2009-05-05,11900.00,10000.00,157.61
2009-05-06,11900.00,9600.00,157.15
2009-05-07,12200.00,9800.00,156.63
2009-05-08,12000.00,10500.00,156.17
2009-05-09,11000.00,11800.00,156.03
2009-05-10,10100.00,10600.00,156.03
2009-05-11,10100.00,10300.00,156.05
2009-05-12,10000.00,10500.00,156.05
2009-05-13,12600.00,12500.00,155.87
2009-05-14,16100.00,14800.00,155.65
2009-05-15,17400.00,15800.00,155.52
2009-05-16,15500.00,17500.00,155.86
2009-05-17,15400.00,15500.00,155.85
2009-05-18,16300.00,17000.00,155.84
2009-05-19,16100.00,13200.00,155.56
2009-05-20,15200.00,11700.00,155.14
2009-05-21,14300.00,11700.00,154.69
2009-05-22,14300.00,11500.00,154.28
2009-05-23,16700.00,14500.00,153.78
2009-05-24,15400.00,12500.00,153.35
2009-05-25,16500.00,12500.00,152.66
2009-05-26,17300.00,13000.00,152.06
2009-05-27,13900.00,14000.00,152.01
2009-05-28,18900.00,14500.00,151.50
2009-05-29,15900.00,13000.00,151.04
2009-05-30,13400.00,11500.00,150.77
2009-05-31,13500.00,11500.00,150.37
2009-06-01,13400.00,11500.00,149.77
2009-06-02,12200.00,10500.00,149.33
2009-06-03,11700.00,9600.00,148.80
2009-06-04,11400.00,9400.00,148.31
2009-06-05,11500.00,9200.00,147.81
2009-06-06,11600.00,9400.00,147.30
2009-06-07,10800.00,9000.00,146.81
2009-06-08,11800.00,11000.00,146.39
2009-06-09,14300.00,14000.00,146.13
2009-06-10,11600.00,13300.00,146.11
2009-06-11,11500.00,13000.00,146.26
2009-06-12,11600.00,12800.00,146.38
2009-06-13,12600.00,12500.00,146.28
2009-06-14,11700.00,11900.00,146.03
2009-06-15,11700.00,11000.00,145.71
2009-06-16,9480.00,10400.00,145.50
2009-06-17,9420.00,10200.00,145.50
2009-06-18,9470.00,10100.00,145.38
2009-06-19,11100.00,10200.00,145.21
2009-06-20,12600.00,15000.00,145.28
2009-06-21,16900.00,17500.00,145.58
2009-06-22,10900.00,16400.00,146.16
2009-06-23,13000.00,16400.00,146.30
2009-06-24,17400.00,15000.00,146.18
2009-06-25,17300.00,14200.00,146.06
2009-06-26,17800.00,13800.00,145.70
2009-06-27,12400.00,13500.00,145.54
2009-06-28,12300.00,16500.00,145.61
2009-06-29,14700.00,17000.00,145.78
2009-06-30,20700.00,27500.00,146.33
2009-07-01,29500.00,30000.00,146.04
2009-07-02,29100.00,26500.00,146.16
2009-07-03,25900.00,22000.00,146.33
2009-07-04,18800.00,18800.00,146.43
2009-07-05,18900.00,17800.00,146.33
2009-07-06,18100.00,17000.00,146.09
2009-07-07,14900.00,16400.00,145.90
2009-07-08,17600.00,16400.00,145.70
2009-07-09,15800.00,16400.00,145.65
2009-07-10,16400.00,17800.00,145.48
2009-07-11,17900.00,22000.00,145.72
2009-07-12,24200.00,27000.00,145.48
2009-07-13,25700.00,28300.00,145.64
2009-07-14,25500.00,29800.00,146.19
2009-07-15,28600.00,28600.00,146.29
2009-07-16,28500.00,28500.00,146.37
2009-07-17,27600.00,26600.00,146.32
2009-07-18,28200.00,29000.00,145.87
2009-07-19,29700.00,34000.00,145.86
2009-07-20,33100.00,32000.00,145.76
2009-07-21,30800.00,28500.00,146.03
2009-07-22,26700.00,24000.00,146.38
2009-07-23,25700.00,23000.00,146.00
2009-07-24,25500.00,20500.00,145.40
2009-07-25,18300.00,22000.00,145.46
2009-07-26,19700.00,24500.00,145.74
2009-07-27,19500.00,21000.00,146.09
2009-07-28,20400.00,20200.00,145.94
2009-07-29,23400.00,23500.00,145.58
2009-07-30,20900.00,24500.00,145.81
2009-07-31,23600.00,23600.00,145.66
2009-08-01,20900.00,22000.00,145.62
2009-08-02,25000.00,27000.00,144.95
2009-08-03,34000.00,41000.00,144.88
2009-08-04,37900.00,43000.00,144.87
2009-08-05,39100.00,51000.00,145.48
2009-08-06,39000.00,55000.00,147.90
2009-08-07,37800.00,51000.00,150.97
2009-08-08,37800.00,39500.00,152.78
2009-08-09,37900.00,30800.00,152.52
2009-08-10,38100.00,27000.00,151.17
2009-08-11,28500.00,26500.00,151.11
2009-08-12,30900.00,26400.00,150.48
2009-08-13,30000.00,24500.00,149.76
2009-08-14,29300.00,23300.00,148.83
2009-08-15,28700.00,23000.00,147.89
2009-08-16,28600.00,25500.00,147.04
2009-08-17,28500.00,26000.00,146.54
2009-08-18,26500.00,26500.00,146.39
2009-08-19,29200.00,29000.00,145.95
2009-08-20,29100.00,31000.00,146.09
2009-08-21,33800.00,31000.00,145.06
2009-08-22,25100.00,32500.00,145.48
2009-08-23,25100.00,29800.00,146.93
2009-08-24,25000.00,30200.00,147.68
2009-08-25,32000.00,29600.00,146.85
2009-08-26,28400.00,28200.00,146.48
2009-08-27,28500.00,27000.00,146.36
2009-08-28,25600.00,26600.00,146.34
2009-08-29,26400.00,27000.00,146.37
2009-08-30,28200.00,28500.00,146.31
2009-08-31,28600.00,30000.00,146.29
2009-09-01,28500.00,27000.00,146.40
2009-09-02,25700.00,23000.00,146.42
2009-09-03,24300.00,22000.00,146.13
2009-09-04,20300.00,20000.00,145.98
2009-09-05,18100.00,18200.00,145.92
2009-09-06,15700.00,17000.00,146.05
2009-09-07,17200.00,15900.00,146.08
2009-09-08,14900.00,16000.00,146.03
2009-09-09,15600.00,15600.00,145.83
2009-09-10,15600.00,15500.00,145.71
2009-09-11,15900.00,15800.00,145.69
2009-09-12,17900.00,16000.00,145.42
2009-09-13,18000.00,18800.00,145.29
2009-09-14,19500.00,20800.00,145.60
2009-09-15,16700.00,27000.00,146.25
2009-09-16,16600.00,28500.00,147.63
2009-09-17,15900.00,24700.00,149.54
2009-09-18,16200.00,20200.00,150.47
2009-09-19,14700.00,17000.00,150.91
2009-09-20,15700.00,20500.00,151.16
2009-09-21,14900.00,18800.00,151.72
2009-09-22,14500.00,18500.00,152.06
2009-09-23,13700.00,19000.00,152.56
2009-09-24,13500.00,18400.00,153.11
2009-09-25,13400.00,17400.00,153.58
2009-09-26,10600.00,15800.00,154.14
2009-09-27,10400.00,16500.00,154.99
2009-09-28,13000.00,15800.00,155.56
2009-09-29,11000.00,16300.00,156.13
2009-09-30,11000.00,17800.00,156.93
2009-10-01,8340.00,17300.00,157.93
2009-10-02,8260.00,16400.00,158.84
2009-10-03,8170.00,15100.00,159.68
2009-10-04,8080.00,14300.00,160.34
2009-10-05,8050.00,13000.00,160.86
2009-10-06,8060.00,13100.00,161.30
2009-10-07,8030.00,13600.00,161.80
2009-10-08,8000.00,13600.00,162.41
2009-10-09,7980.00,12800.00,162.90
2009-10-10,7950.00,12600.00,163.34
2009-10-11,7080.00,12900.00,163.84
2009-10-12,7050.00,13600.00,164.43
2009-10-13,6950.00,14000.00,165.12
2009-10-14,6950.00,14700.00,165.82
2009-10-15,6910.00,13900.00,166.48
2009-10-16,6830.00,13100.00,167.15
2009-10-17,7840.00,12700.00,167.64
2009-10-18,7810.00,12600.00,168.11
2009-10-19,6770.00,12300.00,168.65
2009-10-20,8160.00,11700.00,168.97
2009-10-21,8130.00,11500.00,169.36
2009-10-22,8130.00,11800.00,169.71
2009-10-23,8290.00,11500.00,170.03
2009-10-24,8290.00,11300.00,170.30
2009-10-25,9150.00,10700.00,170.47
2009-10-26,9130.00,10600.00,170.61
2009-10-27,9110.00,10500.00,170.75
2009-10-28,9660.00,10500.00,170.84
2009-10-29,9640.00,10000.00,170.88
2009-10-30,9480.00,9600.00,170.91
2009-10-31,9630.00,9600.00,170.87
2009-11-01,9620.00,9500.00,170.98
2009-11-02,9650.00,9400.00,170.93
2009-11-03,8700.00,9100.00,170.93
2009-11-04,8260.00,9000.00,170.99
2009-11-05,8010.00,8300.00,170.97
2009-11-06,7990.00,8000.00,170.86
2009-11-07,7560.00,8000.00,170.85
2009-11-08,7550.00,8000.00,170.80
2009-11-09,7200.00,7700.00,170.79
2009-11-10,6520.00,7100.00,170.69
2009-11-11,6180.00,6850.00,170.71
2009-11-12,5790.00,6800.00,170.79
2009-11-13,5760.00,6450.00,170.89
2009-11-14,5770.00,6200.00,170.89
2009-11-15,5780.00,6200.00,170.86
2009-11-16,5760.00,6100.00,170.93
2009-11-17,5750.00,6400.00,171.00
2009-11-18,5670.00,6600.00,171.05
2009-11-19,5670.00,6600.00,171.18
2009-11-20,5660.00,6600.00,171.28
2009-11-21,5660.00,6400.00,171.30
2009-11-22,5640.00,6200.00,171.38
2009-11-23,5650.00,6200.00,171.37
2009-11-24,5660.00,6200.00,171.41
2009-11-25,5650.00,6000.00,171.39
2009-11-26,5660.00,5600.00,171.31
2009-11-27,5670.00,5500.00,171.25
2009-11-28,5720.00,5500.00,171.22
2009-11-29,5650.00,5400.00,171.12
2009-11-30,5670.00,5400.00,171.07
2009-12-01,5380.00,5400.00,171.02
2009-12-02,5280.00,5200.00,170.96
2009-12-03,5300.00,5300.00,170.88
2009-12-04,5270.00,5100.00,170.86
2009-12-05,5300.00,5100.00,170.78
2009-12-06,5300.00,5300.00,170.74
2009-12-07,5320.00,5200.00,170.68
2009-12-08,5310.00,5200.00,170.65
2009-12-09,5320.00,5050.00,170.55
2009-12-10,5260.00,4900.00,170.52
2009-12-11,5280.00,5000.00,170.44
2009-12-12,5300.00,4950.00,170.35
2009-12-13,5320.00,4750.00,170.33
2009-12-14,5330.00,4800.00,170.20
2009-12-15,5310.00,4700.00,170.17
2009-12-16,5350.00,4700.00,170.06
2009-12-17,5370.00,4700.00,170.09
2009-12-18,5390.00,4950.00,169.99
2009-12-19,5360.00,5200.00,169.98
2009-12-20,5340.00,5500.00,170.01
2009-12-21,5360.00,5300.00,169.94
2009-12-22,5150.00,5200.00,169.97
2009-12-23,5150.00,5200.00,169.91
2009-12-24,5140.00,5200.00,169.91
2009-12-25,5160.00,5200.00,169.85
2009-12-26,5170.00,5100.00,169.75
2009-12-27,5160.00,5100.00,169.73
2009-12-28,5150.00,5000.00,169.63
2009-12-29,5180.00,4800.00,169.61
2009-12-30,5170.00,4800.00,169.52
2009-12-31,5170.00,4700.00,169.40
2010-01-01,5170.00,4600.00,169.35
2010-01-02,5190.00,4300.00,169.24
2010-01-03,5210.00,4200.00,169.13
2010-01-04,5200.00,4200.00,168.98
2010-01-05,5160.00,4400.00,168.83
2010-01-06,5150.00,4500.00,168.81
2010-01-07,5160.00,4400.00,168.68
2010-01-08,5150.00,4300.00,168.63
2010-01-09,5150.00,4300.00,168.46
2010-01-10,5140.00,4200.00,168.33
2010-01-11,5150.00,4400.00,168.22
2010-01-12,5170.00,4400.00,168.16
2010-01-13,5200.00,4400.00,168.02
2010-01-14,5180.00,4400.00,167.99
2010-01-15,5180.00,4500.00,167.87
2010-01-16,5180.00,4600.00,167.84
2010-01-17,5190.00,4800.00,167.80
2010-01-18,5180.00,4800.00,167.70
2010-01-19,5190.00,4700.00,167.59
2010-01-20,5200.00,4600.00,167.50
2010-01-21,5200.00,4400.00,167.37
2010-01-22,5230.00,4300.00,167.22
2010-01-23,5210.00,4300.00,167.13
2010-01-24,5210.00,4400.00,167.03
2010-01-25,5210.00,4500.00,166.91
2010-01-26,5130.00,4400.00,166.77
2010-01-27,5070.00,4400.00,166.72
2010-01-28,5060.00,4200.00,166.51
2010-01-29,5040.00,3900.00,166.36
2010-01-30,5050.00,3900.00,166.17
2010-01-31,5040.00,3900.00,166.00
2010-02-01,5040.00,3900.00,165.83
2010-02-02,5050.00,3900.00,165.60
2010-02-03,5050.00,3900.00,165.46
2010-02-04,5030.00,4000.00,165.30
2010-02-05,4990.00,4000.00,165.14
2010-02-06,4990.00,3800.00,164.93
2010-02-07,4990.00,3800.00,164.76
2010-02-08,5010.00,3700.00,164.52
2010-02-09,4920.00,3700.00,164.29
2010-02-10,4940.00,3700.00,164.02
2010-02-11,4950.00,3600.00,163.79
2010-02-12,4940.00,3500.00,163.61
2010-02-13,4960.00,3500.00,163.34
2010-02-14,4960.00,3500.00,163.16
2010-02-15,4990.00,3500.00,162.87
2010-02-16,5000.00,3500.00,162.63
2010-02-17,4960.00,3500.00,162.40
2010-02-18,4980.00,3500.00,162.14
2010-02-19,5020.00,3500.00,161.96
2010-02-20,5030.00,3600.00,161.72
2010-02-21,4960.00,3500.00,161.47
2010-02-22,4980.00,3500.00,161.23
2010-02-23,4970.00,3500.00,160.98
2010-02-24,5000.00,3600.00,160.78
2010-02-25,5000.00,3700.00,160.58
2010-02-26,5030.00,3700.00,160.29
2010-02-27,5010.00,3700.00,160.04
2010-02-28,5030.00,3700.00,159.78
2010-03-01,5050.00,3800.00,159.53
2010-03-02,5010.00,3900.00,159.29
2010-03-03,5020.00,3900.00,159.08
2010-03-04,5100.00,3900.00,158.86
2010-03-05,5100.00,3900.00,158.67
2010-03-06,5100.00,3900.00,158.42
2010-03-07,5110.00,3900.00,158.17
2010-03-08,5110.00,3900.00,157.98
2010-03-09,5130.00,3900.00,157.74
2010-03-10,5120.00,4000.00,157.58
2010-03-11,5220.00,4200.00,157.45
2010-03-12,5230.00,4500.00,157.31
2010-03-13,5210.00,4400.00,157.16
2010-03-14,5240.00,4500.00,156.99
2010-03-15,5250.00,4600.00,156.87
2010-03-16,5240.00,4300.00,156.83
2010-03-17,5280.00,4300.00,156.66
2010-03-18,5280.00,4300.00,156.53
2010-03-19,5270.00,4300.00,156.37
2010-03-20,5330.00,4300.00,156.19
2010-03-21,5340.00,4200.00,155.99
2010-03-22,5360.00,4200.00,155.76
2010-03-23,5330.00,4500.00,155.58
2010-03-24,5360.00,4200.00,155.37
2010-03-25,5370.00,4500.00,155.30
2010-03-26,5370.00,4100.00,155.11
2010-03-27,5330.00,4300.00,154.96
2010-03-28,5320.00,4300.00,154.78
2010-03-29,5350.00,4300.00,154.58
2010-03-30,5340.00,4400.00,154.42
2010-03-31,5290.00,4400.00,154.27
2010-04-01,5290.00,5000.00,154.18
2010-04-02,5300.00,4400.00,154.07
2010-04-03,5310.00,5000.00,154.02
2010-04-04,5310.00,5100.00,154.00
2010-04-05,5330.00,4600.00,153.97
2010-04-06,5330.00,5000.00,153.87
2010-04-07,5320.00,5500.00,153.87
2010-04-08,5300.00,5500.00,153.90
2010-04-09,5310.00,5200.00,153.85
2010-04-10,5280.00,4600.00,153.74
2010-04-11,5270.00,5500.00,153.68
2010-04-12,5270.00,6500.00,153.76
2010-04-13,5170.00,6500.00,153.80
2010-04-14,5150.00,6900.00,153.96
2010-04-15,5140.00,6300.00,154.08
2010-04-16,5120.00,6200.00,154.20
2010-04-17,5120.00,5600.00,154.22
2010-04-18,5120.00,5400.00,154.23
2010-04-19,5120.00,5500.00,154.19
2010-04-20,5140.00,5400.00,154.15
2010-04-21,5130.00,6300.00,154.18
2010-04-22,5120.00,7500.00,154.34
2010-04-23,5100.00,7500.00,154.59
2010-04-24,5090.00,7700.00,154.88
2010-04-25,5060.00,7800.00,155.19
2010-04-26,5050.00,7400.00,155.44
2010-04-27,5040.00,7500.00,155.71
2010-04-28,5040.00,7500.00,155.95
2010-04-29,5900.00,8100.00,156.11
2010-04-30,5880.00,7400.00,156.25
2010-05-01,5860.00,7400.00,156.41
2010-05-02,5490.00,7200.00,156.52
2010-05-03,5530.00,6700.00,156.56
2010-05-04,5490.00,7800.00,156.72
2010-05-05,6400.00,9000.00,157.07
2010-05-06,7520.00,10000.00,157.09
2010-05-07,9020.00,12500.00,157.46
2010-05-08,11100.00,11300.00,157.37
2010-05-09,11100.00,10000.00,157.19
2010-05-10,11200.00,9200.00,156.87
2010-05-11,11900.00,8000.00,156.27
2010-05-12,10300.00,7800.00,155.82
2010-05-13,10400.00,9200.00,155.50
2010-05-14,10500.00,9400.00,155.22
2010-05-15,10500.00,8900.00,154.89
2010-05-16,10500.00,9600.00,154.62
2010-05-17,10500.00,10000.00,154.46
2010-05-18,11300.00,10500.00,154.16
2010-05-19,11500.00,11000.00,153.85
2010-05-20,11400.00,10600.00,153.60
2010-05-21,12600.00,11000.00,153.16
2010-05-22,12700.00,12500.00,152.77
2010-05-23,12200.00,11500.00,152.72
2010-05-24,12300.00,10300.00,152.43
2010-05-25,11800.00,9600.00,151.94
2010-05-26,10700.00,9700.00,151.53
2010-05-27,11600.00,12600.00,151.28
2010-05-28,12600.00,12300.00,151.01
2010-05-29,11400.00,10500.00,150.72
2010-05-30,10700.00,10500.00,150.44
2010-05-31,10800.00,10000.00,150.10
2010-06-01,11200.00,10300.00,149.83
2010-06-02,12700.00,13500.00,149.50
2010-06-03,15400.00,16200.00,149.41
2010-06-04,17400.00,15600.00,149.19
2010-06-05,17400.00,15300.00,148.74
2010-06-06,17500.00,15300.00,148.27
2010-06-07,17500.00,14400.00,147.53
2010-06-08,19400.00,21000.00,147.71
2010-06-09,21400.00,19000.00,147.07
2010-06-10,19100.00,17300.00,146.68
2010-06-11,17400.00,16400.00,146.43
2010-06-12,17800.00,16800.00,146.19
2010-06-13,16600.00,17000.00,146.07
2010-06-14,15400.00,16000.00,146.06
2010-06-15,14600.00,14400.00,145.88
2010-06-16,14700.00,13200.00,145.61
2010-06-17,14600.00,13000.00,145.38
2010-06-18,12000.00,13000.00,145.22
2010-06-19,11900.00,12800.00,145.19
2010-06-20,13400.00,24500.00,145.31
2010-06-21,13700.00,24000.00,146.81
2010-06-22,15900.00,18600.00,148.04
2010-06-23,17800.00,16500.00,147.98
2010-06-24,17900.00,22000.00,147.77
2010-06-25,18000.00,23600.00,148.95
2010-06-26,17900.00,20000.00,149.64
2010-06-27,18000.00,18700.00,149.83
2010-06-28,20200.00,17500.00,149.44
2010-06-29,21900.00,17600.00,148.53
2010-06-30,21600.00,18400.00,147.81
2010-07-01,21700.00,19200.00,147.31
2010-07-02,21800.00,19000.00,146.78
2010-07-03,20700.00,18800.00,146.35
2010-07-04,19400.00,19100.00,146.07
2010-07-05,20200.00,20500.00,145.90
2010-07-06,25600.00,27000.00,145.15
2010-07-07,25400.00,29000.00,145.36
2010-07-08,26200.00,26000.00,145.96
2010-07-09,26000.00,26000.00,145.98
2010-07-10,30200.00,36000.00,145.89
2010-07-11,31500.00,38000.00,146.59
2010-07-12,31800.00,33400.00,147.22
2010-07-13,25400.00,29100.00,148.61
2010-07-14,25500.00,27500.00,149.12
2010-07-15,25100.00,28000.00,149.60
2010-07-16,32100.00,27000.00,148.79
2010-07-17,32100.00,26500.00,147.66
2010-07-18,33300.00,33000.00,146.46
2010-07-19,33900.00,58000.00,146.93
2010-07-20,41400.00,70000.00,149.81
2010-07-21,40800.00,61500.00,153.87
2010-07-22,38400.00,50000.00,157.00
2010-07-23,34100.00,36000.00,158.83
2010-07-24,34100.00,31000.00,158.54
2010-07-25,34300.00,32000.00,157.84
2010-07-26,38600.00,40500.00,156.88
2010-07-27,40600.00,48500.00,156.82
2010-07-28,40200.00,56000.00,158.09
2010-07-29,39900.00,47000.00,159.72
2010-07-30,39800.00,32500.00,160.17
2010-07-31,25600.00,26500.00,160.90
2010-08-01,25500.00,23000.00,160.91
2010-08-02,29800.00,20000.00,159.82
2010-08-03,30100.00,18500.00,158.45
