date,q,qin,z
2003-08-05,19600.00,19600.00,135.13
2003-08-06,23000.00,23000.00,135.23
2003-08-07,22000.00,22000.00,135.22
2003-08-08,19000.00,19000.00,135.20
2003-08-09,18500.00,18500.00,135.29
2003-08-10,18000.00,18000.00,135.24
2003-08-11,16000.00,16000.00,135.31
2003-08-12,20000.00,20000.00,135.08
2003-08-13,22500.00,22500.00,135.21
2003-08-14,22500.00,22500.00,135.19
2003-08-15,,,
2003-08-16,23500.00,23500.00,135.16
2003-08-17,22600.00,22600.00,135.08
2003-08-18,23500.00,23500.00,135.26
2003-08-19,23000.00,23000.00,135.11
2003-08-20,22000.00,22000.00,135.19
2003-08-21,21000.00,21000.00,135.16
2003-08-22,20000.00,20000.00,135.12
2003-08-23,19500.00,19500.00,135.19
2003-08-24,21200.00,21200.00,135.19
2003-08-25,25000.00,25000.00,135.18
2003-08-26,26800.00,26800.00,135.19
2003-08-27,24800.00,24800.00,135.16
2003-08-28,24200.00,24200.00,135.21
2003-08-29,23500.00,23500.00,135.15
2003-08-30,22000.00,22000.00,135.13
2003-08-31,21000.00,21000.00,135.18
2003-09-01,21000.00,21000.00,135.16
2003-09-02,34000.00,34000.00,135.22
2003-09-03,42500.00,42500.00,135.16
2003-09-04,46000.00,46000.00,135.21
2003-09-05,46000.00,46000.00,135.20
2003-09-06,37500.00,37500.00,135.20
2003-09-07,32000.00,32000.00,135.14
2003-09-08,33500.00,33500.00,135.26
2003-09-09,33000.00,33000.00,135.16
2003-09-10,38000.00,38000.00,135.29
2003-09-11,36800.00,36800.00,135.14
2003-09-12,32600.00,32600.00,135.09
2003-09-13,29800.00,29800.00,135.16
2003-09-14,27200.00,27200.00,135.20
2003-09-15,26300.00,26300.00,135.28
2003-09-16,26000.00,26000.00,135.21
2003-09-17,25000.00,25000.00,135.24
2003-09-18,23800.00,23800.00,135.21
2003-09-19,23800.00,23800.00,135.31
2003-09-20,24500.00,24500.00,135.24
2003-09-21,26700.00,26700.00,135.22
2003-09-22,28500.00,28500.00,135.23
2003-09-23,32500.00,32500.00,135.17
2003-09-24,31000.00,31000.00,135.23
2003-09-25,28000.00,28000.00,135.37
2003-09-26,24500.00,24500.00,135.19
2003-09-27,23200.00,23200.00,135.25
2003-09-28,22700.00,22700.00,135.08
2003-09-29,21600.00,21600.00,135.16
2003-09-30,19400.00,19400.00,135.18
2003-10-01,17000.00,17000.00,135.23
2003-10-02,16000.00,16000.00,135.24
2003-10-03,15600.00,15600.00,135.23
2003-10-04,18500.00,18500.00,135.28
2003-10-05,22500.00,22500.00,135.30
2003-10-06,23000.00,23000.00,135.23
2003-10-07,21300.00,21300.00,135.17
2003-10-08,19500.00,19500.00,135.15
2003-10-09,18200.00,18200.00,135.24
2003-10-10,16500.00,16500.00,135.20
2003-10-11,15900.00,15900.00,135.29
2003-10-12,16500.00,16500.00,135.20
2003-10-13,14700.00,14700.00,135.24
2003-10-14,13900.00,13900.00,135.27
2003-10-15,13800.00,13800.00,135.29
2003-10-16,14400.00,14400.00,135.19
2003-10-17,,,
2004-04-12,8000.00,8000.00,138.13
2004-04-13,7400.00,7400.00,138.12
2004-04-14,7100.00,7100.00,138.17
2004-04-15,7700.00,7700.00,138.42
2004-04-16,9200.00,9200.00,138.49
2004-04-17,10500.00,10500.00,138.39
2004-04-18,10100.00,10100.00,138.41
2004-04-19,8900.00,8900.00,138.40
2004-04-20,7900.00,7900.00,138.24
2004-04-21,7300.00,7300.00,138.22
2004-04-22,7100.00,7100.00,138.21
2004-04-23,7000.00,7000.00,138.25
2004-04-24,6900.00,6900.00,138.24
2004-04-25,7000.00,7000.00,138.31
2004-04-26,7300.00,7300.00,138.40
2004-04-27,8000.00,8000.00,138.28
2004-04-28,9000.00,9000.00,138.36
2004-04-29,8300.00,8300.00,138.23
2004-04-30,8000.00,8000.00,138.25
2004-05-01,8200.00,8200.00,138.24
2004-05-02,8800.00,8800.00,138.37
2004-05-03,10500.00,10500.00,138.21
2004-05-04,12500.00,12500.00,138.21
2004-05-05,16000.00,16000.00,138.18
2004-05-06,16000.00,16000.00,138.15
2004-05-07,11800.00,11800.00,138.03
2004-05-08,9000.00,9000.00,138.15
2004-05-09,8500.00,8500.00,138.36
2004-05-10,8200.00,8200.00,138.34
2004-05-11,8000.00,8000.00,138.08
2004-05-12,11500.00,11500.00,138.04
2004-05-13,12000.00,12000.00,138.17
2004-05-14,10000.00,10000.00,138.20
2004-05-15,10200.00,10200.00,138.27
2004-05-16,10200.00,10200.00,138.07
2004-05-17,10000.00,10000.00,137.99
2004-05-18,10000.00,10000.00,137.92
2004-05-19,10200.00,10200.00,137.85
2004-05-20,0.00,0.00,137.62
2004-05-21,12500.00,12500.00,137.43
2004-05-22,14000.00,14000.00,137.36
2004-05-23,12000.00,12000.00,137.24
2004-05-24,10000.00,10000.00,137.05
2004-05-25,9300.00,9300.00,136.91
2004-05-26,10500.00,10500.00,137.04
2004-05-27,12000.00,12000.00,137.12
2004-05-28,14800.00,14800.00,137.32
2004-05-29,11000.00,11000.00,136.93
2004-05-30,18000.00,18000.00,137.32
2004-05-31,18500.00,18500.00,137.46
2004-06-01,19000.00,19000.00,137.79
2004-06-02,19000.00,19000.00,137.69
2004-06-03,18000.00,18000.00,137.74
2004-06-04,21000.00,21000.00,137.87
2004-06-05,21000.00,21000.00,137.65
2004-06-06,18500.00,18500.00,137.78
2004-06-07,17600.00,17600.00,137.76
2004-06-08,17000.00,17000.00,137.73
2004-06-09,15200.00,15200.00,137.77
2004-06-10,14200.00,14200.00,137.77
2004-06-11,13000.00,13000.00,137.32
2004-06-12,12200.00,12200.00,137.14
2004-06-13,18000.00,18000.00,137.52
2004-06-14,25500.00,25500.00,137.51
2004-06-15,24000.00,24000.00,137.38
2004-06-16,26300.00,26300.00,137.21
2004-06-17,26200.00,26200.00,136.72
2004-06-18,24000.00,24000.00,136.44
2004-06-19,25000.00,25000.00,135.91
2004-06-20,25100.00,25100.00,135.44
2004-06-21,24800.00,24800.00,135.46
2004-06-22,21800.00,21800.00,135.33
2004-06-23,18000.00,18000.00,135.47
2004-06-24,16700.00,16700.00,135.37
2004-06-25,20500.00,20500.00,135.52
2004-06-26,20500.00,20500.00,135.38
2004-06-27,18800.00,18800.00,135.55
2004-06-28,17200.00,17200.00,135.56
2004-06-29,17500.00,17500.00,135.46
2004-06-30,17500.00,17500.00,135.34
2004-07-01,0.00,0.00,135.26
2004-07-02,18000.00,18000.00,135.33
2004-07-03,19500.00,19500.00,135.19
2004-07-04,24800.00,24800.00,135.30
2004-07-05,24000.00,24000.00,135.40
2004-07-06,21800.00,21800.00,135.49
2004-07-07,19800.00,19800.00,135.49
2004-07-08,20000.00,20000.00,135.51
2004-07-09,19000.00,19000.00,135.55
2004-07-10,18300.00,18300.00,135.58
2004-07-11,18300.00,18300.00,135.32
2004-07-12,21500.00,21500.00,135.53
2004-07-13,23800.00,23800.00,135.54
2004-07-14,23600.00,23600.00,135.53
2004-07-15,22500.00,22500.00,135.49
2004-07-16,22000.00,22000.00,135.53
2004-07-17,35000.00,35000.00,135.60
2004-07-18,27000.00,27000.00,135.48
2004-07-19,23500.00,23500.00,135.55
2004-07-20,24500.00,24500.00,135.58
2004-07-21,26000.00,26000.00,135.55
2004-07-22,24700.00,24700.00,135.56
2004-07-23,22200.00,22200.00,135.47
2004-07-24,22000.00,22000.00,135.57
2004-07-25,22700.00,22700.00,135.36
2004-07-26,21500.00,21500.00,135.51
2004-07-27,20600.00,20600.00,135.51
2004-07-28,19500.00,19500.00,135.44
2004-07-29,19500.00,19500.00,135.56
2004-07-30,21000.00,21000.00,135.49
2004-07-31,21300.00,21300.00,135.58
2004-08-01,20500.00,20500.00,135.55
2004-08-02,21000.00,21000.00,135.57
2004-08-03,21700.00,21700.00,135.46
2004-08-04,21200.00,21200.00,135.49
2004-08-05,23000.00,23000.00,135.49
2004-08-06,25000.00,25000.00,135.48
2004-08-07,24400.00,24400.00,135.47
2004-08-08,23500.00,23500.00,135.53
2004-08-09,24000.00,24000.00,135.58
2004-08-10,23800.00,23800.00,135.60
2004-08-11,21300.00,21300.00,135.50
2004-08-12,19500.00,19500.00,135.60
2004-08-13,18600.00,18600.00,135.56
2004-08-14,18600.00,18600.00,135.49
2004-08-15,19300.00,19300.00,135.55
2004-08-16,19200.00,19200.00,135.46
2004-08-17,17200.00,17200.00,135.63
2004-08-18,15800.00,15800.00,135.47
2004-08-19,18000.00,18000.00,135.41
2004-08-20,17800.00,17800.00,135.47
2004-08-21,17500.00,17500.00,135.60
2004-08-22,14800.00,14800.00,135.50
2004-08-23,14800.00,14800.00,135.45
2004-08-24,18000.00,18000.00,135.44
2004-08-25,17000.00,17000.00,135.59
2004-08-26,16100.00,16100.00,135.38
2004-08-27,17600.00,17600.00,135.41
2004-08-28,18500.00,18500.00,135.46
2004-08-29,,,
2004-08-30,20800.00,20800.00,135.58
2004-08-31,,,
2004-09-02,19500.00,19500.00,135.58
2004-09-03,19600.00,19600.00,135.49
2004-09-04,20000.00,20000.00,135.51
2004-09-05,22000.00,22000.00,135.54
2004-09-06,36000.00,36000.00,135.53
2004-09-07,53000.00,53000.00,135.44
2004-09-08,60500.00,60500.00,135.88
2004-09-09,58000.00,58000.00,136.07
2004-09-10,50000.00,50000.00,136.29
2004-09-11,41500.00,41500.00,136.19
2004-09-12,35000.00,35000.00,135.84
2004-09-13,30000.00,30000.00,135.35
2004-09-14,28000.00,28000.00,135.41
2004-09-15,26000.00,26000.00,135.49
2004-09-16,24000.00,24000.00,135.47
2004-09-17,22500.00,22500.00,135.51
2004-09-18,21500.00,21500.00,135.54
2004-09-19,19600.00,19600.00,135.55
2004-09-20,22000.00,22000.00,135.54
2004-09-21,23000.00,23000.00,135.46
2004-09-22,19000.00,19000.00,135.46
2004-09-23,19800.00,19800.00,135.53
2004-09-24,19600.00,19600.00,135.55
2004-09-25,21000.00,21000.00,135.59
2004-09-26,21000.00,21000.00,135.58
2004-09-27,19600.00,19600.00,135.61
2004-09-28,18200.00,18200.00,135.63
2004-09-29,17600.00,17600.00,135.58
2004-09-30,17600.00,17600.00,135.57
2004-10-01,19800.00,19800.00,136.01
2004-10-02,20500.00,20500.00,136.28
2004-10-03,23500.00,23500.00,136.98
2004-10-04,26000.00,26000.00,138.25
2004-10-05,23000.00,23000.00,138.71
2004-10-06,21200.00,21200.00,138.73
2004-10-07,20300.00,20300.00,138.85
2004-10-08,19600.00,19600.00,138.76
2004-10-09,19500.00,19500.00,138.83
2004-10-10,19000.00,19000.00,138.84
2004-10-11,18000.00,18000.00,138.80
2004-10-12,17400.00,17400.00,138.85
2004-10-13,16900.00,16900.00,138.75
2004-10-14,16400.00,16400.00,138.80
2004-10-15,15800.00,15800.00,138.77
2004-10-16,,,
2004-10-17,15200.00,15200.00,138.78
2004-10-18,,,
2004-10-22,14300.00,14300.00,138.89
2004-10-23,,,
2004-10-27,12100.00,12100.00,138.86
2004-10-28,,,
2004-11-11,9700.00,9700.00,138.83
2004-11-12,,,
2004-11-14,11600.00,11600.00,138.90
2004-11-15,,,
2004-11-16,10000.00,10000.00,138.74
2004-11-17,,,
2004-12-13,6200.00,6200.00,138.36
2004-12-14,,,
2005-04-15,7900.00,7900.00,138.25
2005-04-16,6800.00,6800.00,138.10
2005-04-17,7000.00,7000.00,138.27
2005-04-18,7000.00,7000.00,138.39
2005-04-19,7000.00,7000.00,138.29
2005-04-20,6600.00,6600.00,138.13
2005-04-21,6100.00,6100.00,138.19
2005-04-22,6500.00,6500.00,138.18
2005-04-23,6700.00,6700.00,138.07
2005-04-24,7100.00,7100.00,138.20
2005-04-25,6500.00,6500.00,138.04
2005-04-26,6600.00,6600.00,138.09
2005-04-27,7400.00,7400.00,138.36
2005-04-28,8600.00,8600.00,138.45
2005-04-29,9300.00,9300.00,138.41
2005-04-30,7800.00,7800.00,138.31
2005-05-01,7300.00,7300.00,138.21
2005-05-02,7900.00,7900.00,138.21
2005-05-03,8300.00,8300.00,138.35
2005-05-04,10800.00,10800.00,138.24
2005-05-05,11400.00,11400.00,138.30
2005-05-06,12200.00,12200.00,138.03
2005-05-07,15300.00,15300.00,138.46
2005-05-08,14100.00,14100.00,138.44
2005-05-09,12700.00,12700.00,138.60
2005-05-10,11200.00,11200.00,138.65
2005-05-11,10500.00,10500.00,138.63
2005-05-12,9800.00,9800.00,138.42
2005-05-13,9600.00,9600.00,138.19
2005-05-14,9700.00,9700.00,137.94
2005-05-15,11000.00,11000.00,137.95
2005-05-16,12000.00,12000.00,138.18
2005-05-17,12300.00,12300.00,138.33
2005-05-18,11800.00,11800.00,138.35
2005-05-19,13300.00,13300.00,138.62
2005-05-20,12500.00,12500.00,138.44
2005-05-21,12800.00,12800.00,138.60
2005-05-22,15500.00,15500.00,138.41
2005-05-23,17000.00,17000.00,138.46
2005-05-24,16700.00,16700.00,137.85
2005-05-25,19000.00,19000.00,138.02
2005-05-26,17000.00,17000.00,137.64
2005-05-27,15000.00,15000.00,137.46
2005-05-28,17300.00,17300.00,136.93
2005-05-29,17800.00,17800.00,136.54
2005-05-30,15800.00,15800.00,135.95
2005-05-31,18000.00,18000.00,135.59
2005-06-01,21000.00,21000.00,136.12
2005-06-02,19800.00,19800.00,135.61
2005-06-03,23000.00,23000.00,135.49
2005-06-04,24000.00,24000.00,135.46
2005-06-05,21500.00,21500.00,135.19
2005-06-06,25000.00,25000.00,136.51
2005-06-07,19500.00,19500.00,136.47
2005-06-08,17800.00,17800.00,136.28
2005-06-09,17500.00,17500.00,135.62
2005-06-10,23000.00,23000.00,135.52
2005-06-11,19800.00,19800.00,135.60
2005-06-12,18000.00,18000.00,135.57
2005-06-13,17200.00,17200.00,135.52
2005-06-14,16300.00,16300.00,135.49
2005-06-15,14300.00,14300.00,135.28
2005-06-16,13700.00,13700.00,135.31
2005-06-17,13000.00,13000.00,135.38
2005-06-18,13800.00,13800.00,135.34
2005-06-19,14500.00,14500.00,135.41
2005-06-20,14700.00,14700.00,135.36
2005-06-21,15300.00,15300.00,135.43
2005-06-22,15400.00,15400.00,135.47
2005-06-23,14500.00,14500.00,135.46
2005-06-24,13900.00,13900.00,135.53
2005-06-25,13500.00,13500.00,135.32
2005-06-26,15300.00,15300.00,135.08
2005-06-27,17000.00,17000.00,135.32
2005-06-28,18000.00,18000.00,135.41
2005-06-29,18800.00,18800.00,135.59
2005-06-30,18000.00,18000.00,135.61
2005-07-01,17000.00,17000.00,135.59
2005-07-02,17400.00,17400.00,135.54
2005-07-03,18800.00,18800.00,135.48
2005-07-04,20300.00,20300.00,135.45
2005-07-05,23000.00,23000.00,135.45
2005-07-06,27000.00,27000.00,135.52
2005-07-07,27000.00,27000.00,135.48
2005-07-08,25300.00,25300.00,135.48
2005-07-09,27000.00,27000.00,135.34
2005-07-10,39000.00,39000.00,135.61
2005-07-11,44500.00,44500.00,135.56
2005-07-12,42000.00,42000.00,135.59
2005-07-13,37200.00,37200.00,135.44
2005-07-14,30000.00,30000.00,135.47
2005-07-15,24500.00,24500.00,135.41
2005-07-16,21500.00,21500.00,135.45
2005-07-17,21500.00,21500.00,135.59
2005-07-18,23300.00,23300.00,135.54
2005-07-19,23500.00,23500.00,135.46
2005-07-20,23500.00,23500.00,135.46
2005-07-21,30000.00,30000.00,135.52
2005-07-22,43000.00,43000.00,135.59
2005-07-23,44800.00,44800.00,135.47
2005-07-24,39000.00,39000.00,135.49
2005-07-25,33500.00,33500.00,135.44
2005-07-26,28000.00,28000.00,135.51
2005-07-27,,,
2005-07-28,24000.00,24000.00,135.44
2005-07-29,23200.00,23200.00,135.53
2005-07-30,24200.00,24200.00,135.58
2005-07-31,27000.00,27000.00,135.48
2005-08-01,29600.00,29600.00,135.49
2005-08-02,29900.00,29900.00,135.54
2005-08-03,28000.00,28000.00,135.40
2005-08-04,26000.00,26000.00,135.43
2005-08-05,27500.00,27500.00,135.44
2005-08-06,28600.00,28600.00,135.60
2005-08-07,27500.00,27500.00,135.34
2005-08-08,25200.00,25200.00,135.56
2005-08-09,25500.00,25500.00,135.54
2005-08-10,24900.00,24900.00,135.54
2005-08-11,29500.00,29500.00,135.56
2005-08-12,36500.00,36500.00,135.55
2005-08-13,40000.00,40000.00,135.57
2005-08-14,42000.00,42000.00,135.49
2005-08-15,41000.00,41000.00,135.46
2005-08-16,41000.00,41000.00,135.55
2005-08-17,41300.00,41300.00,135.49
2005-08-18,42000.00,42000.00,135.47
2005-08-19,40300.00,40300.00,135.50
2005-08-20,36500.00,36500.00,135.45
2005-08-21,39000.00,39000.00,135.49
2005-08-22,41000.00,41000.00,135.39
2005-08-23,43500.00,43500.00,135.52
2005-08-24,39500.00,39500.00,135.48
2005-08-25,34000.00,34000.00,135.46
2005-08-26,30000.00,30000.00,135.50
2005-08-27,27800.00,27800.00,135.50
2005-08-28,27500.00,27500.00,135.54
2005-08-29,38500.00,38500.00,135.57
2005-08-30,42000.00,42000.00,135.53
2005-08-31,42500.00,42500.00,135.58
2005-09-01,41500.00,41500.00,135.50
2005-09-02,37000.00,37000.00,135.50
2005-09-03,32500.00,32500.00,135.46
2005-09-04,30000.00,30000.00,135.49
2005-09-05,28600.00,28600.00,135.45
2005-09-06,26500.00,26500.00,135.58
2005-09-07,24800.00,24800.00,135.46
2005-09-08,24800.00,24800.00,135.45
2005-09-09,25600.00,25600.00,135.54
2005-09-10,25600.00,25600.00,135.53
2005-09-11,25300.00,25300.00,135.49
2005-09-12,24700.00,24700.00,135.43
2005-09-13,23500.00,23500.00,135.47
2005-09-14,22000.00,22000.00,135.51
2005-09-15,20700.00,20700.00,135.49
2005-09-16,19500.00,19500.00,135.48
2005-09-17,19300.00,19300.00,135.43
2005-09-18,17000.00,17000.00,135.49
2005-09-19,15800.00,15800.00,135.41
2005-09-20,14000.00,14000.00,135.55
2005-09-21,14100.00,14100.00,135.54
2005-09-22,14600.00,14600.00,135.57
2005-09-23,15500.00,15500.00,135.51
2005-09-24,18000.00,18000.00,135.48
2005-09-25,17800.00,17800.00,135.62
2005-09-26,16300.00,16300.00,135.59
2005-09-27,17300.00,17300.00,135.56
2005-09-28,18500.00,18500.00,135.54
2005-09-29,19500.00,19500.00,135.53
2005-09-30,21500.00,21500.00,135.56
2005-10-01,22500.00,22500.00,136.26
2005-10-02,21500.00,21500.00,137.01
2005-10-03,23000.00,23000.00,137.97
2005-10-04,25000.00,25000.00,138.77
2005-10-05,29500.00,29500.00,138.88
2005-10-06,31500.00,31500.00,138.78
2005-10-07,28500.00,28500.00,138.82
2005-10-08,24000.00,24000.00,138.86
2005-10-09,21500.00,21500.00,138.88
2005-10-10,21300.00,21300.00,138.87
2005-10-11,21300.00,21300.00,138.83
2005-10-12,19400.00,19400.00,138.88
2005-10-13,17600.00,17600.00,138.83
2005-10-14,16600.00,16600.00,138.81
2005-10-15,15700.00,15700.00,138.84
2005-10-16,,,
2005-12-10,6150.00,6150.00,138.82
2005-12-11,,,
2005-12-15,5900.00,5900.00,138.93
2005-12-16,,,
2006-05-02,6310.00,6200.00,138.44
2006-05-03,6450.00,6300.00,138.35
2006-05-04,6410.00,6400.00,138.29
2006-05-05,6790.00,7600.00,138.26
2006-05-06,6890.00,6800.00,138.02
2006-05-07,6080.00,7200.00,138.09
2006-05-08,6140.00,8200.00,138.35
2006-05-09,7060.00,8300.00,138.38
2006-05-10,10200.00,10500.00,138.12
2006-05-11,13500.00,15000.00,138.27
2006-05-12,16100.00,17500.00,138.31
2006-05-13,15100.00,17000.00,138.86
2006-05-14,16700.00,16000.00,138.84
2006-05-15,16600.00,16000.00,138.81
2006-05-16,16400.00,15600.00,138.63
2006-05-17,13300.00,14500.00,138.82
2006-05-18,12700.00,12500.00,138.80
2006-05-19,12000.00,10300.00,138.57
2006-05-20,9590.00,9400.00,138.45
2006-05-21,9600.00,10000.00,138.45
2006-05-22,9800.00,9800.00,138.43
2006-05-23,12200.00,9000.00,137.76
2006-05-24,10900.00,8400.00,137.13
2006-05-25,11000.00,11500.00,136.95
2006-05-26,12200.00,11600.00,136.82
2006-05-27,11300.00,10200.00,136.41
2006-05-28,10300.00,10300.00,136.26
2006-05-29,10500.00,9000.00,136.06
2006-05-30,8830.00,7800.00,135.67
2006-05-31,8230.00,7800.00,135.51
2006-06-01,8240.00,8400.00,135.55
2006-06-02,8680.00,8850.00,135.51
2006-06-03,9010.00,8200.00,135.28
2006-06-04,9030.00,9000.00,135.19
2006-06-05,9980.00,11000.00,135.33
2006-06-06,12800.00,13300.00,135.31
2006-06-07,14300.00,13800.00,135.39
2006-06-08,14300.00,15000.00,135.49
2006-06-09,15000.00,15500.00,135.55
2006-06-10,14300.00,15300.00,135.46
2006-06-11,14600.00,14700.00,135.35
2006-06-12,14300.00,14100.00,135.32
2006-06-13,12900.00,14300.00,135.52
2006-06-14,14800.00,14200.00,135.33
2006-06-15,13000.00,14400.00,135.44
2006-06-16,13500.00,14400.00,135.42
2006-06-17,14200.00,14300.00,135.36
2006-06-18,12800.00,14100.00,135.42
2006-06-19,12700.00,13700.00,135.51
2006-06-20,12800.00,13300.00,135.49
2006-06-21,12800.00,12300.00,135.40
2006-06-22,12800.00,13000.00,135.38
2006-06-23,15700.00,15500.00,135.34
2006-06-24,14300.00,15500.00,135.53
2006-06-25,12800.00,14800.00,135.54
2006-06-26,13600.00,13400.00,135.40
2006-06-27,12700.00,13200.00,135.43
2006-06-28,14200.00,14000.00,135.26
2006-06-29,12700.00,14000.00,135.41
2006-06-30,14400.00,14600.00,135.40
2006-07-01,14600.00,16200.00,135.55
2006-07-02,20300.00,18800.00,135.50
2006-07-03,17400.00,17200.00,135.62
2006-07-04,17400.00,17800.00,135.62
2006-07-05,20600.00,20000.00,135.60
2006-07-06,18600.00,19000.00,135.54
2006-07-07,21000.00,22500.00,135.61
2006-07-08,24400.00,25000.00,135.60
2006-07-09,25100.00,26000.00,135.59
2006-07-10,29200.00,29500.00,135.59
2006-07-11,27700.00,27800.00,135.63
2006-07-12,24600.00,24000.00,135.58
2006-07-13,21700.00,21800.00,135.60
2006-07-14,20300.00,20200.00,135.58
2006-07-15,19500.00,19800.00,135.58
2006-07-16,19000.00,19300.00,135.64
2006-07-17,19000.00,19800.00,135.58
2006-07-18,18900.00,19400.00,135.62
2006-07-19,18800.00,18000.00,135.60
2006-07-20,16600.00,16400.00,135.39
2006-07-21,17300.00,17000.00,135.49
2006-07-22,18500.00,18000.00,135.53
2006-07-23,17200.00,16800.00,135.38
2006-07-24,15700.00,15200.00,135.21
2006-07-25,14500.00,15300.00,135.08
2006-07-26,16000.00,17500.00,135.34
2006-07-27,17500.00,17300.00,135.49
2006-07-28,14600.00,15500.00,135.58
2006-07-29,14500.00,14000.00,135.42
2006-07-30,13000.00,13000.00,135.39
2006-07-31,13000.00,12000.00,135.21
2006-08-01,11100.00,13000.00,135.36
2006-08-02,11300.00,12100.00,135.40
2006-08-03,10800.00,11000.00,135.15
2006-08-04,10800.00,11700.00,135.23
2006-08-05,10800.00,12200.00,135.38
2006-08-06,10700.00,11000.00,135.31
2006-08-07,10000.00,10400.00,135.24
2006-08-08,9320.00,9900.00,135.13
2006-08-09,8530.00,9300.00,135.18
2006-08-10,8490.00,9600.00,135.35
2006-08-11,8580.00,9400.00,135.44
2006-08-12,8480.00,9300.00,135.46
2006-08-13,8450.00,8600.00,135.47
2006-08-14,8570.00,8300.00,135.39
2006-08-15,7980.00,8300.00,135.32
2006-08-16,7220.00,8100.00,135.29
2006-08-17,6980.00,7700.00,135.22
2006-08-18,6850.00,7700.00,135.22
2006-08-19,7440.00,7700.00,135.16
2006-08-20,7280.00,7550.00,135.15
2006-08-21,7640.00,8900.00,135.30
2006-08-22,8030.00,9300.00,135.50
2006-08-23,9380.00,9500.00,135.22
2006-08-24,9290.00,10200.00,135.21
2006-08-25,9350.00,10400.00,135.34
2006-08-26,8450.00,9000.00,135.28
2006-08-27,8370.00,8500.00,135.18
2006-08-28,6590.00,9100.00,135.26
2006-08-29,9250.00,9900.00,135.29
2006-08-30,12000.00,10300.00,135.04
2006-08-31,10600.00,11700.00,135.11
2006-09-01,11900.00,12400.00,135.13
2006-09-02,11900.00,12800.00,135.31
2006-09-03,12000.00,12100.00,135.31
2006-09-04,11700.00,10700.00,135.13
2006-09-05,10500.00,11800.00,135.13
2006-09-06,12100.00,12000.00,135.17
2006-09-07,12100.00,13200.00,135.26
2006-09-08,18100.00,21000.00,135.61
2006-09-09,19100.00,18800.00,135.61
2006-09-10,16200.00,16000.00,135.55
2006-09-11,13600.00,13500.00,135.43
2006-09-12,12200.00,13000.00,135.51
2006-09-13,13000.00,12500.00,135.49
2006-09-14,11400.00,12000.00,135.58
2006-09-15,11200.00,11100.00,135.54
2006-09-16,10800.00,10400.00,135.42
2006-09-17,10300.00,10300.00,135.30
2006-09-18,10400.00,10500.00,135.26
2006-09-19,10100.00,10700.00,135.29
2006-09-20,10200.00,11300.00,135.39
2006-09-21,9310.00,13400.00,135.94
2006-09-22,8890.00,15000.00,137.14
2006-09-23,8820.00,14200.00,138.15
2006-09-24,8560.00,12500.00,138.90
2006-09-25,8470.00,11500.00,139.39
2006-09-26,8550.00,10700.00,139.76
2006-09-27,8630.00,10400.00,139.99
2006-09-28,8640.00,11500.00,140.36
2006-09-29,8630.00,13700.00,140.86
2006-09-30,8520.00,12300.00,141.61
2006-10-01,8400.00,11200.00,142.16
2006-10-02,7690.00,12300.00,142.95
2006-10-03,7600.00,11700.00,143.69
2006-10-04,7560.00,11100.00,144.28
2006-10-05,7480.00,10800.00,144.83
2006-10-06,7400.00,11000.00,145.42
2006-10-07,7310.00,11900.00,146.08
2006-10-08,7310.00,12700.00,146.98
2006-10-09,7420.00,16000.00,148.38
2006-10-10,7950.00,19300.00,149.99
2006-10-11,9100.00,18300.00,151.32
2006-10-12,10900.00,17300.00,152.13
2006-10-13,11400.00,15500.00,152.72
2006-10-14,10900.00,13500.00,153.17
2006-10-15,11200.00,12700.00,153.42
2006-10-16,11200.00,12500.00,153.59
2006-10-17,11800.00,12100.00,153.79
2006-10-18,12100.00,11800.00,153.79
2006-10-19,12100.00,11900.00,153.76
2006-10-20,11100.00,11200.00,153.68
2006-10-21,10200.00,11500.00,153.70
2006-10-22,10200.00,13500.00,154.16
2006-10-23,10200.00,11300.00,154.34
2006-10-24,9600.00,11600.00,154.51
2006-10-25,9570.00,12200.00,154.81
2006-10-26,11200.00,12700.00,154.94
2006-10-27,11900.00,15000.00,155.36
2006-10-28,11900.00,13800.00,155.68
2006-10-29,11900.00,11600.00,155.68
2006-10-30,11900.00,10000.00,155.50
2006-10-31,10100.00,9000.00,155.34
2006-11-01,8390.00,8800.00,155.35
2006-11-02,8410.00,8600.00,155.36
2006-11-03,9000.00,8400.00,155.23
2006-11-04,8070.00,8100.00,155.15
2006-11-05,7120.00,8000.00,155.16
2006-11-06,7520.00,8000.00,155.11
2006-11-07,6970.00,7700.00,155.10
2006-11-08,6980.00,8000.00,155.21
2006-11-09,6070.00,8900.00,155.47
2006-11-10,7810.00,8300.00,155.42
2006-11-11,6510.00,7500.00,155.44
2006-11-12,6510.00,7400.00,155.47
2006-11-13,6460.00,7100.00,155.57
2006-11-14,7040.00,7000.00,155.40
2006-11-15,6260.00,6600.00,155.40
2006-11-16,5660.00,6200.00,155.37
2006-11-17,5690.00,6000.00,155.34
2006-11-18,5670.00,6000.00,155.39
2006-11-19,5630.00,6000.00,155.42
2006-11-20,5640.00,6100.00,155.43
2006-11-21,5620.00,5900.00,155.44
2006-11-22,5450.00,5800.00,155.43
2006-11-23,5380.00,5900.00,155.45
2006-11-24,5380.00,6100.00,155.42
2006-11-25,5350.00,6100.00,155.52
2006-11-26,5340.00,6500.00,155.62
2006-11-27,5390.00,6600.00,155.71
